token_capacity,token_usage,last_message_date,context_capacity,context_usage,context_length,context,chat_id,post_id,post,is_new,is_hr_manager,is_fired
4000,0,2024-10-28 06:35:53+00:00,4000,0,0,[],775673837,bITbos,Технический директор,True,False,False
